# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = logistic_model
# start_datetime = 2025-05-10 18:46:06 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data.json
# init = 0
# random
#   seed = 17271
# output
#   file = /home/daniel-hartman/Documents/OPEN_projects/Bayes_LC50/runfiles/logistic-20250510144606.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=logistic.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,sigma,beta.1,beta.2,beta.3,beta.4
# Adaptation terminated
# Step size = 0.380237
# Diagonal elements of inverse mass matrix:
# 0.000252283, 0.412938, 1.27493e-05, 1.37146e-05, 1.33848e-05, 4.1085e-05
-1045.96,0.742272,0.380237,3,15,0,1052.69,-0.00731378,0.0400902,0.00541243,0.0263902,0.0246172,0.0391155
-1047.93,0.856175,0.380237,2,7,0,1049.21,-0.00704179,0.0293306,0.00739824,0.0275522,0.0244343,0.0379858
-1046.46,0.982771,0.380237,3,15,0,1050.07,0.0190951,0.0273195,0.00387992,0.0211329,0.0217734,0.024518
-1044.36,1,0.380237,2,3,0,1047.34,0.0196717,0.0228969,0.00284524,0.0227667,0.0230179,0.0269861
-1043.33,0.895938,0.380237,3,7,0,1048.72,0.030301,0.0182114,0.00730779,0.0240935,0.0223782,0.0375817
-1050.41,0.712822,0.380237,2,7,0,1055.22,0.0269026,0.0121107,0.0061404,0.0235713,0.0193173,0.0548803
-1044.12,1,0.380237,2,3,0,1051.36,0.0315599,0.017509,0.00445157,0.0252925,0.0241265,0.045249
-1042.29,0.934817,0.380237,2,7,0,1046.87,0.0192296,0.0132901,0.00598262,0.0241905,0.0246276,0.0274325
-1041.62,0.990736,0.380237,3,7,0,1043.19,0.0213016,0.0117659,0.00620307,0.025309,0.0222081,0.0319932
-1042.61,0.893874,0.380237,3,7,0,1044.3,0.0178083,0.0110163,0.00393711,0.0233762,0.0239253,0.0260889
-1045.98,0.631053,0.380237,2,7,0,1051.38,0.0240274,0.00893502,0.00484705,0.0220747,0.0214656,0.0440162
-1043.77,0.963839,0.380237,2,7,0,1048.15,0.0227628,0.0164484,0.00697147,0.0246357,0.0201313,0.0357051
-1042.5,1,0.380237,2,3,0,1044.81,0.0222122,0.00981211,0.00369443,0.0254285,0.0243928,0.0342321
-1043.87,0.590527,0.380237,2,3,0,1047.92,0.0165751,0.0120555,0.005157,0.0265751,0.0201882,0.0351191
-1042.83,0.971689,0.380237,2,7,0,1045.54,0.0198675,0.0141014,0.0037592,0.0260294,0.021649,0.0284915
-1045.73,0.719511,0.380237,2,3,0,1047.61,0.0224347,0.0128044,0.00574749,0.0287129,0.0199754,0.0291775
-1043.97,0.986568,0.380237,3,7,0,1047.35,0.0279313,0.0149976,0.00589832,0.0268473,0.0204692,0.0362747
-1042.57,0.98351,0.380237,2,3,0,1045.11,0.0164504,0.0140809,0.00363879,0.0233029,0.0243962,0.0349779
-1042.73,0.819787,0.380237,3,7,0,1045.24,0.0290784,0.012293,0.00678453,0.0230635,0.0230039,0.0315633
-1042.55,0.96884,0.380237,3,7,0,1044.13,0.0301149,0.0125768,0.0047331,0.0234129,0.0223195,0.0336506
-1042.61,0.998865,0.380237,3,7,0,1043.61,0.0134727,0.0151989,0.00478551,0.025131,0.0245753,0.0288823
-1044.22,0.416682,0.380237,2,3,0,1046.96,0.0263492,0.0104552,0.00273608,0.0266097,0.0234254,0.028916
-1044.26,0.842616,0.380237,3,7,0,1048.34,0.0311298,0.0120928,0.00509932,0.024203,0.0257201,0.0274989
-1045.18,0.930665,0.380237,2,7,0,1046.37,0.0323613,0.0118454,0.00539813,0.0242231,0.0269857,0.0302148
-1044.18,1,0.380237,3,7,0,1046.07,0.0316459,0.0129796,0.00537141,0.0234565,0.0265061,0.0333101
-1042.01,0.787476,0.380237,2,3,0,1048.48,0.0229785,0.0148376,0.00621673,0.0252367,0.0227614,0.0291091
-1043.87,0.771369,0.380237,2,3,0,1045.1,0.0159969,0.0171122,0.00327911,0.0226826,0.025649,0.0308764
-1043.91,0.926687,0.380237,2,7,0,1046.53,0.0295096,0.0157146,0.00456598,0.0209769,0.0228525,0.0353206
-1041.82,1,0.380237,2,3,0,1044.07,0.0162242,0.0113468,0.00613931,0.0247878,0.0234514,0.0321918
-1041.51,0.635296,0.380237,2,3,0,1043.49,0.0245897,0.0107395,0.00544707,0.025334,0.0230806,0.031798
-1043,0.705342,0.380237,3,7,0,1045.13,0.0314346,0.0206129,0.00502075,0.0231297,0.0228524,0.0395389
-1042.38,0.945251,0.380237,3,7,0,1045.1,0.0223618,0.015643,0.00436637,0.0262992,0.0242012,0.0305336
-1042.72,0.885018,0.380237,3,7,0,1044.79,0.0153603,0.0202429,0.00535953,0.022808,0.0222086,0.0368695
-1042.69,0.966849,0.380237,2,7,0,1044.53,0.0216687,0.0221484,0.00571094,0.0243813,0.0227149,0.0398374
-1047.46,0.764991,0.380237,3,7,0,1048.32,0.0257479,0.0164461,0.00390894,0.0256486,0.0192034,0.0481144
-1047.47,0.994648,0.380237,3,7,0,1050.17,0.0361277,0.0187665,0.00598837,0.0275774,0.0249648,0.0505993
-1044.09,0.982483,0.380237,3,7,0,1049.49,0.0281189,0.017922,0.00718741,0.0232761,0.024793,0.0413671
-1042.84,0.82775,0.380237,2,3,0,1046.37,0.0258612,0.0184552,0.0048165,0.024209,0.0217888,0.0408178
-1042.91,0.989042,0.380237,3,7,0,1043.93,0.0195296,0.0140266,0.00495657,0.0254465,0.0225449,0.0249289
-1044.3,0.813589,0.380237,3,7,0,1047.9,0.0172028,0.0228886,0.0074978,0.0230392,0.0241337,0.0394617
-1047.43,0.830382,0.380237,3,7,0,1048.99,0.0376941,0.0227389,0.00199076,0.0236205,0.021164,0.0460226
-1047.92,0.975451,0.380237,3,15,0,1050.86,0.0228293,0.0496512,0.0075775,0.0252968,0.0251902,0.024878
-1045.52,0.982648,0.380237,3,7,0,1049.77,-0.00529254,0.0259905,0.00284483,0.0236329,0.0234671,0.033262
-1043.83,0.865158,0.380237,2,7,0,1048.58,0.0283193,0.0304798,0.00606304,0.0240914,0.0252201,0.0317244
-1045.28,0.870659,0.380237,3,7,0,1046.94,0.0350903,0.0182116,0.0055507,0.0257378,0.019555,0.036143
-1043.48,0.955701,0.380237,3,7,0,1046.02,0.0342689,0.027257,0.006242,0.0250517,0.0226138,0.0379418
-1043.62,0.737215,0.380237,2,7,0,1047.38,0.0135351,0.0136962,0.00240429,0.0249623,0.0238019,0.0320983
-1043.02,0.998897,0.380237,3,7,0,1045.12,0.0211055,0.0134421,0.00440181,0.0210348,0.0229709,0.0319315
-1044.61,0.646061,0.380237,3,7,0,1050.05,0.0154138,0.00860622,0.00497698,0.0253752,0.0201153,0.0240227
-1043.78,1,0.380237,3,7,0,1045.16,0.0230377,0.0172391,0.00481399,0.0229959,0.0250685,0.0430919
-1044.31,0.880777,0.380237,3,7,0,1048.82,0.0192387,0.0086415,0.00649526,0.0235111,0.0266417,0.0261893
-1042.16,0.995057,0.380237,3,7,0,1045.3,0.0188044,0.014444,0.00597385,0.0254401,0.022137,0.0366036
-1042.19,0.967555,0.380237,3,7,0,1043.96,0.0260377,0.0190472,0.00479884,0.0255118,0.0222133,0.0333933
-1044.47,0.524489,0.380237,3,7,0,1045.95,0.0448678,0.0338062,0.00392056,0.0233354,0.023487,0.0359289
-1046.05,0.734659,0.380237,2,3,0,1049.11,0.0483237,0.0349439,0.00623387,0.0223263,0.0226078,0.0280833
-1045.53,0.880568,0.380237,3,7,0,1049.16,0.0332689,0.0507333,0.00514645,0.0262665,0.0213378,0.0387406
-1047.68,0.967146,0.380237,3,7,0,1049.67,0.0574662,0.0280472,0.00548565,0.0232322,0.0251527,0.0455768
-1046.35,0.984791,0.380237,3,7,0,1048.47,-0.00393463,0.021536,0.00522018,0.0269154,0.0225376,0.0269363
-1046.55,0.263686,0.380237,3,7,0,1052.71,0.0315267,0.0469142,0.00772491,0.0245967,0.0215546,0.0282593
-1044.55,1,0.380237,3,7,0,1046.78,0.0331855,0.0278071,0.00257025,0.0233792,0.0240308,0.0321684
-1044.73,0.883504,0.380237,3,7,0,1048.05,0.0119685,0.00815437,0.00720128,0.025212,0.0227888,0.0291311
-1043.53,1,0.380237,2,3,0,1044.97,0.0213301,0.0081988,0.0082342,0.0256832,0.0217463,0.0301309
-1043.79,0.8563,0.380237,3,7,0,1047.17,0.019563,0.0114381,0.00222532,0.0253864,0.0247257,0.0314485
-1042.64,0.983213,0.380237,2,7,0,1044.67,0.021778,0.0101523,0.00630299,0.0215556,0.0222681,0.0307785
-1042.72,0.938082,0.380237,3,7,0,1044.64,0.0224175,0.0115024,0.00479573,0.0266971,0.0211328,0.0308978
-1043.03,0.816217,0.380237,2,3,0,1044.96,0.0161008,0.0112353,0.00339967,0.0263952,0.023695,0.0306446
-1044.93,0.68202,0.380237,2,3,0,1047.08,0.0284812,0.014871,0.00853777,0.0246477,0.0219045,0.0278309
-1044.93,0.00675014,0.380237,2,3,0,1054.88,0.0284812,0.014871,0.00853777,0.0246477,0.0219045,0.0278309
-1046.12,0.946164,0.380237,2,3,0,1048.63,0.0195567,0.0083151,0.00195304,0.0209569,0.0238129,0.0330491
-1046.93,0.325726,0.380237,3,7,0,1049.97,0.00720123,0.026088,0.00793073,0.0280627,0.0229325,0.0290847
-1045.37,1,0.380237,2,7,0,1049.15,0.00395594,0.0396481,0.00612668,0.0272147,0.0235726,0.0314288
-1043.8,0.957109,0.380237,3,7,0,1047.63,0.027357,0.00877024,0.00448109,0.0270077,0.02413,0.0350012
-1043.16,1,0.380237,3,7,0,1044.57,0.0255964,0.0126423,0.00426693,0.0269327,0.0251062,0.0314698
-1045.35,0.832883,0.380237,2,3,0,1046.66,0.0269296,0.0171866,0.00668129,0.0270519,0.0269845,0.0337087
-1045.19,0.897889,0.380237,3,7,0,1049.16,0.0245019,0.0138154,0.00278527,0.025646,0.0270657,0.033375
-1045.49,0.938649,0.380237,3,7,0,1048.63,0.0184075,0.016185,0.00786908,0.024384,0.0195445,0.0284632
-1042.77,0.969423,0.380237,3,7,0,1046.08,0.0191864,0.0208254,0.0052853,0.0255663,0.0226772,0.0278396
-1043.05,0.963284,0.380237,2,7,0,1044.82,0.0300672,0.0133411,0.00505161,0.0243895,0.0228957,0.0416034
-1043.45,0.732482,0.380237,3,7,0,1046.43,0.0236391,0.0166605,0.0046452,0.0264843,0.0233796,0.0257834
-1041.89,1,0.380237,3,7,0,1043.72,0.0206659,0.0179807,0.00455876,0.0234589,0.0232757,0.0309314
-1042.92,0.579154,0.380237,3,7,0,1046.02,0.0224163,0.013964,0.00593077,0.0253013,0.0211517,0.0269406
-1045.17,0.715671,0.380237,3,7,0,1047.8,0.0248264,0.0165914,0.00359462,0.0232616,0.0250582,0.0468954
-1044.58,0.939384,0.380237,3,7,0,1047.58,0.0250297,0.0107872,0.00732514,0.0273539,0.0213052,0.0380686
-1042.95,0.900612,0.380237,2,3,0,1045.96,0.0287786,0.0138114,0.00667798,0.0265157,0.0227852,0.0361548
-1045.04,0.734917,0.380237,3,7,0,1046.28,0.0201372,0.0184028,0.00129775,0.0228666,0.0231817,0.0327111
-1042.66,1,0.380237,2,3,0,1045.42,0.0283937,0.0187112,0.00610243,0.0238258,0.0219137,0.0303989
-1043.15,0.858874,0.380237,3,7,0,1045.28,0.0186526,0.0128347,0.00403599,0.0267702,0.0243574,0.0276446
-1045.48,0.355313,0.380237,3,7,0,1047.54,0.0206171,0.00549943,0.0072277,0.0225036,0.0197349,0.0272478
-1045.48,0.000597408,0.380237,2,3,0,1049.33,0.0206171,0.00549943,0.0072277,0.0225036,0.0197349,0.0272478
-1046.36,0.837357,0.380237,2,3,0,1048.95,0.0160932,0.00631152,0.00830277,0.0220891,0.0229352,0.0219507
-1047.86,0.0666487,0.380237,4,15,0,1051.28,4.94396e-05,0.0668254,0.00517875,0.0272426,0.0227746,0.0461975
-1046.9,0.970016,0.380237,2,3,0,1049.24,-0.00917983,0.0450559,0.00536427,0.0242647,0.0234879,0.0476603
-1048.6,0.695357,0.380237,3,15,0,1051.37,-0.004237,0.0474379,0.00792526,0.0239821,0.025355,0.0251682
-1043.11,1,0.380237,3,7,0,1049.59,0.0287605,0.0147387,0.00438661,0.0257323,0.0215695,0.0390116
-1042.49,0.996398,0.380237,3,7,0,1043.8,0.0153129,0.0190756,0.00560114,0.0226568,0.0233969,0.0352012
-1042.85,0.898174,0.380237,2,7,0,1044.03,0.0124144,0.0149715,0.00444033,0.0222061,0.0223079,0.033581
-1045.07,0.807992,0.380237,3,7,0,1046.42,0.0192256,0.0281204,0.00645596,0.0249299,0.0197573,0.0306431
-1043.72,0.951664,0.380237,3,7,0,1047.1,0.0293311,0.0090061,0.00719859,0.0255616,0.0244836,0.0317795
-1044.56,0.672967,0.380237,3,7,0,1047.73,0.00438186,0.0407889,0.004361,0.0234852,0.0219642,0.0298617
-1045.31,0.662061,0.380237,3,7,0,1049.42,-0.0104336,0.0387397,0.00413759,0.0251336,0.0242963,0.0354061
-1046.56,0.893588,0.380237,3,7,0,1049.29,0.0604997,0.0376383,0.00583724,0.0271763,0.0233878,0.0360186
-1046.5,0.970256,0.380237,3,15,0,1048.49,-0.0119549,0.0246923,0.00397502,0.0225994,0.022827,0.0339592
-1044.47,0.795802,0.380237,2,3,0,1048.04,-0.00525837,0.0311388,0.00552916,0.0235173,0.0233323,0.0320224
-1046.18,0.808293,0.380237,2,7,0,1047.65,-0.00697014,0.0433493,0.00549198,0.0214121,0.0229635,0.0295791
-1044.79,0.865366,0.380237,3,7,0,1049.78,0.0319626,0.013111,0.00831762,0.0245217,0.0220976,0.038404
-1043.98,1,0.380237,3,7,0,1045.45,0.0107569,0.0239835,0.00271176,0.0241738,0.0243227,0.0342917
-1042.61,0.905274,0.380237,3,7,0,1046.54,0.0184328,0.0211454,0.00462304,0.0226786,0.0242363,0.032753
-1042.82,0.690217,0.380237,3,7,0,1046,0.0182953,0.00821688,0.00672276,0.023955,0.0206605,0.0295489
-1043.2,0.921731,0.380237,3,7,0,1044.54,0.0214951,0.0154208,0.00324156,0.0247761,0.0256577,0.0337645
-1042.88,0.999647,0.380237,3,7,0,1044.34,0.0236256,0.0144052,0.00614484,0.0239103,0.0205482,0.0364074
-1042.52,0.932141,0.380237,3,7,0,1044.98,0.0225516,0.0147786,0.00459337,0.02464,0.0205768,0.0335524
-1044.93,0.956288,0.380237,3,7,0,1045.63,0.0239718,0.018431,0.00619502,0.023933,0.0256163,0.0462408
-1044.52,0.865642,0.380237,2,3,0,1047.33,0.0240534,0.0201876,0.00556724,0.0241071,0.0218561,0.0477033
-1043.52,0.985303,0.380237,3,7,0,1045.27,0.0176682,0.020755,0.00457313,0.0258303,0.0244664,0.0411871
-1042.41,0.945732,0.380237,3,7,0,1044.71,0.0257066,0.0179305,0.00480644,0.022909,0.0218832,0.0356622
-1042.87,0.985459,0.380237,3,7,0,1043.29,0.0202335,0.00911133,0.00584025,0.0260723,0.0238135,0.0370941
-1043.48,0.94392,0.380237,2,7,0,1045.72,0.0265512,0.016015,0.00619194,0.0229509,0.0221503,0.0425684
-1046.76,0.738601,0.380237,3,7,0,1047.77,0.0247945,0.0138202,0.00748992,0.0269963,0.0200433,0.0243772
-1044.98,1,0.380237,3,7,0,1049.51,0.0166731,0.0203961,0.00726255,0.024142,0.0229143,0.0457635
-1043.3,0.749372,0.380237,3,15,0,1048.79,0.00680278,0.0236929,0.00429274,0.0233551,0.0221665,0.0319082
-1045.16,0.777221,0.380237,2,7,0,1046.7,0.00131863,0.0278069,0.00266659,0.0242369,0.0215705,0.0352457
-1046.92,0.8987,0.380237,2,7,0,1050.64,0.0341454,0.0121409,0.00758713,0.0223681,0.0237486,0.0461424
-1044.11,0.986354,0.380237,2,7,0,1050.15,0.0125594,0.00972627,0.00406843,0.02334,0.0214648,0.03552
-1042.75,1,0.380237,2,3,0,1046.01,0.0257556,0.0102236,0.00530577,0.0233511,0.0226831,0.0394272
-1042.22,1,0.380237,2,3,0,1043.03,0.0223741,0.0131424,0.0054955,0.0240666,0.0233023,0.0400392
-1045.97,0.788973,0.380237,3,7,0,1046.56,0.00860387,0.0745703,0.00420545,0.0247711,0.0226598,0.0402106
-1042.97,0.755695,0.380237,3,7,0,1049.67,0.0197223,0.012113,0.00649179,0.021841,0.0212316,0.0324386
-1043.21,0.904377,0.380237,2,3,0,1045.16,0.0258467,0.0148441,0.00525494,0.0211375,0.0233864,0.0353229
-1044.08,0.834749,0.380237,3,7,0,1046.19,0.0161273,0.0180855,0.00627265,0.0280794,0.0228206,0.0344101
-1046.27,0.878281,0.380237,2,7,0,1049.56,0.0138895,0.067025,0.00275042,0.0237941,0.022291,0.0364531
-1045.17,0.932453,0.380237,3,7,0,1048.15,0.00105755,0.0290237,0.00628497,0.0250707,0.0239216,0.0417062
-1045.01,0.971259,0.380237,3,7,0,1047.87,0.0281175,0.0246976,0.00600408,0.024787,0.0227445,0.0235897
-1046.98,0.926274,0.380237,2,3,0,1051.13,0.0184723,0.00506044,0.00377304,0.0218472,0.0210608,0.0311629
-1046.79,0.612786,0.380237,2,3,0,1050.24,0.0177727,0.00529893,0.00715498,0.0213499,0.0198723,0.0305814
-1047.17,0.731633,0.380237,2,3,0,1048.83,0.0233449,0.00646297,0.00709862,0.0202249,0.020154,0.03159
-1044.22,0.984993,0.380237,2,3,0,1048.02,0.0200576,0.00672054,0.00812672,0.0222305,0.0227606,0.0329194
-1042.27,0.469943,0.380237,3,7,0,1045.33,0.0199574,0.0138251,0.00413884,0.024174,0.0213337,0.0289784
-1042.32,0.951153,0.380237,3,7,0,1043.76,0.0210861,0.00814089,0.00676959,0.0241484,0.0246858,0.0283877
-1042.32,0.110934,0.380237,2,3,0,1044.88,0.0210861,0.00814089,0.00676959,0.0241484,0.0246858,0.0283877
-1041.99,0.748373,0.380237,2,3,0,1044.72,0.0238964,0.00987656,0.00589493,0.0235195,0.0214486,0.0319052
-1042.74,0.82218,0.380237,2,3,0,1043.65,0.0200909,0.00976723,0.0070837,0.0231997,0.0252285,0.0312254
-1042.44,0.887917,0.380237,3,7,0,1044.84,0.0220327,0.0129125,0.00698785,0.0242087,0.0237341,0.0275368
-1044.39,0.805427,0.380237,3,7,0,1046.36,0.0129333,0.0101341,0.00366599,0.0267825,0.0236862,0.0332783
-1046.36,0.490062,0.380237,3,7,0,1048.39,0.0529248,0.061623,0.00532039,0.025834,0.0209028,0.0337471
-1046.14,0.90609,0.380237,3,7,0,1048.75,0.050031,0.0461419,0.00705826,0.0266458,0.0230048,0.0340106
-1054.18,0.563883,0.380237,2,3,0,1055.36,0.0567422,0.0759838,0.00437658,0.0319755,0.0251571,0.0282492
-1048.14,0.973832,0.380237,3,15,0,1056.61,0.0763026,0.102961,0.00663842,0.024348,0.0252254,0.0310727
-1048.3,0.978097,0.380237,3,7,0,1050.25,0.0610502,0.0392008,0.00332767,0.0244893,0.0212004,0.0474964
-1046.84,1,0.380237,2,7,0,1050.72,0.0735088,0.0646982,0.005751,0.025837,0.022466,0.0391387
-1044.71,0.988773,0.380237,3,7,0,1047.66,0.0453788,0.0357647,0.00404944,0.0230899,0.0239577,0.0370691
-1046.54,0.890402,0.380237,4,15,0,1048.46,0.0357883,0.0302594,0.00325924,0.0269296,0.0235624,0.0473874
-1042.19,0.991373,0.380237,3,7,0,1046.96,0.0209292,0.0159924,0.00432608,0.0228813,0.0230598,0.0371442
-1045.21,0.767645,0.380237,3,7,0,1046.61,0.0396695,0.025365,0.00447744,0.0213791,0.0232193,0.0401052
-1045.2,0.983028,0.380237,3,7,0,1047.11,0.0354179,0.0368099,0.00670625,0.0260094,0.0238541,0.0418631
-1047.81,0.899322,0.380237,3,7,0,1048.71,0.0468432,0.0173892,0.00263245,0.0231534,0.023615,0.0402225
-1048.26,0.999848,0.380237,3,7,0,1050.52,0.0304705,0.0519182,0.00819301,0.0270251,0.0251676,0.0400119
-1050.15,0.984512,0.380237,2,7,0,1054.86,0.0106687,0.0328364,0.00269889,0.0236317,0.0220888,0.0595338
-1044.22,0.950684,0.380237,3,7,0,1052.12,0.0284282,0.0121914,0.0062347,0.0238033,0.0258938,0.0264688
-1046.62,0.798872,0.380237,2,3,0,1048.77,0.0141222,0.0102744,0.00234005,0.0264167,0.0196466,0.0334194
-1045.81,0.602042,0.380237,2,7,0,1050.69,0.0444867,0.0404047,0.00738104,0.0243532,0.0248883,0.0376469
-1047.28,1,0.380237,3,7,0,1047.48,0.058766,0.0472093,0.00295989,0.024473,0.0215025,0.0282934
-1046.05,0.924548,0.380237,3,7,0,1050.05,0.0543625,0.0668148,0.00337263,0.0247309,0.0232526,0.0328776
-1046.52,0.783625,0.380237,3,11,0,1049.57,0.0605974,0.0885688,0.00502298,0.025792,0.0230135,0.037038
-1049.17,0.748564,0.380237,2,3,0,1050.53,0.0687058,0.0369668,0.00785187,0.0274137,0.0236362,0.0355993
-1044.94,0.985285,0.380237,3,15,0,1050.08,0.004482,0.0335408,0.00470467,0.0215897,0.0243599,0.032162
-1044.65,0.972427,0.380237,3,15,0,1046.92,0.0172102,0.0234163,0.00315649,0.02612,0.021973,0.0422041
-1045.06,0.980838,0.380237,3,7,0,1047.04,0.0266019,0.040953,0.00740128,0.0250255,0.0245014,0.0343286
-1044,1,0.380237,3,7,0,1046.16,0.0233317,0.0261178,0.00255592,0.0255232,0.0232987,0.0315801
-1043.65,0.993911,0.380237,3,7,0,1045.36,0.0217222,0.0121086,0.00275897,0.024004,0.0224057,0.0398015
-1044.15,0.821065,0.380237,3,7,0,1046.88,0.0201299,0.0128307,0.00283135,0.0237955,0.0202311,0.0282766
-1044.79,0.819387,0.380237,3,7,0,1049.22,0.0169724,0.0141183,0.00281431,0.0213015,0.0222564,0.0386693
-1045.36,0.897596,0.380237,3,7,0,1047.83,0.0224321,0.0259979,0.00754396,0.0277753,0.024166,0.0345805
-1043.77,0.966695,0.380237,3,7,0,1048.11,0.0165555,0.0116874,0.0044065,0.0247685,0.0211575,0.0403435
-1043.67,0.978864,0.380237,3,7,0,1045.21,0.0319168,0.0272937,0.00633704,0.0239842,0.0250315,0.0355175
-1044.98,0.785783,0.380237,3,7,0,1047.9,0.012688,0.0138333,0.00436612,0.019961,0.0236153,0.0325783
-1045.96,1,0.380237,3,7,0,1046.93,0.0166677,0.00808743,0.00660138,0.029017,0.022618,0.0268418
-1042.98,1,0.380237,2,3,0,1046.97,0.0246028,0.011505,0.00304851,0.0229603,0.0230726,0.0293396
-1041.94,0.955698,0.380237,2,3,0,1043.78,0.0186362,0.0156142,0.00416239,0.0233815,0.0225901,0.0300745
-1043.15,0.817003,0.380237,3,7,0,1043.9,0.0254529,0.00859147,0.00713611,0.0264514,0.0243907,0.0315527
-1043.15,0.254156,0.380237,3,7,0,1049.06,0.0254529,0.00859147,0.00713611,0.0264514,0.0243907,0.0315527
-1043.22,0.117109,0.380237,2,3,0,1049.03,0.0142991,0.0172275,0.00604609,0.0261751,0.0247827,0.0296176
-1042.15,0.992075,0.380237,2,7,0,1043.48,0.0248272,0.0149052,0.00441972,0.0231435,0.022234,0.036607
-1043.89,0.847509,0.380237,3,7,0,1045.93,0.0277182,0.0223313,0.00311089,0.0264575,0.0243451,0.035941
-1043.33,0.969578,0.380237,3,7,0,1046.9,0.0188614,0.026608,0.00560282,0.0247934,0.0211343,0.036709
-1043.93,0.988307,0.380237,3,7,0,1044.56,0.0183755,0.0278054,0.00444119,0.0239217,0.0255812,0.0294435
-1041.89,0.898248,0.380237,3,7,0,1045.54,0.023939,0.0130262,0.00505513,0.0229024,0.0225637,0.0361009
-1044.94,0.789159,0.380237,3,7,0,1045.43,0.0362907,0.0292964,0.00550649,0.0280049,0.0236156,0.0348087
-1046.69,0.984357,0.380237,3,7,0,1047.73,0.0199777,0.0266484,0.00476937,0.0209216,0.0226969,0.0486197
-1043.78,1,0.380237,3,7,0,1048.56,0.0355115,0.0183885,0.00493575,0.0242597,0.0240664,0.0426426
-1044.24,0.836817,0.380237,3,7,0,1047.33,0.00460787,0.0204377,0.00550724,0.0248146,0.021953,0.0264255
-1043.37,0.691209,0.380237,3,7,0,1049.12,0.021578,0.0235037,0.00533527,0.0228659,0.0231583,0.0418387
-1045.64,0.75484,0.380237,3,7,0,1048.37,0.00905703,0.0192534,0.00667872,0.0244917,0.0249127,0.0443349
-1044.62,0.877106,0.380237,3,7,0,1047.48,0.0457089,0.0320673,0.00385086,0.0247099,0.0224381,0.0383028
-1043.86,0.967244,0.380237,3,7,0,1045.78,0.0276467,0.0276713,0.00571292,0.0230303,0.0246386,0.0405669
-1042.25,0.987888,0.380237,3,7,0,1044.62,0.0204344,0.00979272,0.00465435,0.0255839,0.0215141,0.0343976
-1043.19,0.58842,0.380237,3,7,0,1046,0.0250925,0.0201523,0.00466163,0.0218274,0.0239565,0.0371964
-1045.66,0.793922,0.380237,2,7,0,1047.64,0.0204642,0.0191539,0.00656787,0.0197333,0.022181,0.035121
-1042.22,1,0.380237,2,3,0,1045.52,0.0175596,0.0166413,0.00382052,0.0241069,0.0226623,0.036358
-1045.24,0.60877,0.380237,3,7,0,1046.5,0.0240428,0.0149163,0.002344,0.0242083,0.0215083,0.0246561
-1044.73,0.729639,0.380237,3,11,0,1048.19,0.01847,0.0270663,0.00471441,0.0237771,0.0211368,0.0449742
-1044.68,0.901798,0.380237,3,7,0,1047.48,0.0238874,0.00956845,0.00617916,0.0282087,0.022649,0.0254816
-1044.68,0.0760021,0.380237,2,3,0,1048.37,0.0238874,0.00956845,0.00617916,0.0282087,0.022649,0.0254816
-1042.87,0.777363,0.380237,2,3,0,1046.65,0.0151734,0.0121311,0.00569835,0.0262681,0.0214968,0.0284598
-1043.68,0.555453,0.380237,3,7,0,1047.05,0.0295777,0.0126472,0.00363154,0.0225255,0.0227805,0.0290887
-1043.68,0.0553528,0.380237,2,3,0,1051.5,0.0295777,0.0126472,0.00363154,0.0225255,0.0227805,0.0290887
-1042.52,0.851554,0.380237,2,3,0,1044.66,0.016422,0.0112629,0.00665416,0.0230487,0.021799,0.0281975
-1046.13,0.628719,0.380237,2,3,0,1048.97,0.0159596,0.0127951,0.00415489,0.0203927,0.021804,0.0231972
-1043.32,0.878128,0.380237,2,3,0,1048.91,0.018318,0.0129042,0.00325281,0.0245094,0.0234671,0.0250681
-1044.46,0.829096,0.380237,3,7,0,1046.72,0.0301595,0.0164394,0.00555496,0.0238089,0.0262659,0.0421628
-1043.95,0.825976,0.380237,3,7,0,1048.38,0.0128187,0.013292,0.00503028,0.023155,0.0216777,0.0405878
-1044.23,1,0.380237,3,7,0,1045.78,0.0426016,0.0295284,0.00496705,0.0229725,0.0223803,0.0375142
-1044.48,0.820703,0.380237,3,7,0,1047.52,0.0197399,0.0211599,0.00254194,0.0222752,0.023016,0.0396154
